gene_id,091304_G,091305_G,091301_G,090902_G,042008_G,042005_G,042004_G,042002_G,042001_G
g10422.t1,2720,1425,4328,3341,5836,4307,3969,3897,10359
g10423.t1,3,0,88,0,31,93,10,95,25
g10424.t1,977,843,1456,920,1369,1876,1590,2261,150
g10425.t1,0,0,0,0,0,0,0,0,0
g10425.t2,0,0,0,0,0,0,0,0,0
g10425.t3,0,0,0,0,5,1,0,1,14
g10426.t1,707,344,1674,611,942,835,1210,870,2663
g10427.t1,118,146,519,245,624,671,692,459,778
g10427.t2,0,0,37,0,6,18,20,18,41
g10428.t1,577,561,386,748,1045,945,871,802,1952
g10429.t1,1457,530,1538,2013,2462,2854,3241,1625,1726
g1043.t1,324,133,59,898,129,1,18,25,2387
g10430.t1,909,1319,2223,1345,1024,1493,1666,1382,1853
g10431.t1,0,0,43,46,29,6,0,6,551
g10432.t1,0,0,45,0,16,0,0,0,20
g10433.t1,2795,824,10661,7172,8419,16035,8487,4898,801
g10434.t1,195,0,129,470,39274,716,315,1165,10564
g10435.t1,87,113,245,192,39,9,167,77,2
g10435.t2,0,0,34,205,17,14,27,17,0
g10436.t1,0,0,0,0,1,0,2,0,303
g10437.t1,329,198,401,553,532,2143,3439,1380,321
g10438.t1,0,0,0,0,0,0,0,0,0
g10438.t2,0,0,0,0,0,0,0,0,0
g10439.t1,0,0,30,0,38,20,0,3,0
g1044.t1,13137,5451,6466,31540,3625,257,303,705,39416
g10440.t1,0,0,0,0,0,0,0,10,0
g10441.t1,0,0,0,0,0,0,0,0,0
g10442.t1,0,0,0,0,0,0,0,0,0
g10443.t1,68,99,51,285,502,797,717,508,699
g10444.t1,0,0,12,32,7,0,20,0,0
g10445.t1,132,252,160,34,30,17,56,29,0
g10446.t1,0,0,0,0,0,0,0,0,0
g10447.t1,0,0,0,0,0,0,0,0,0
g10447.t2,0,0,0,0,0,0,0,0,0
g10448.t1,0,0,0,0,0,0,0,0,4
g10448.t2,0,0,0,0,0,0,0,0,0
g10449.t1,4392,2486,11034,6945,4661,5018,4625,4515,4057
g1045.t1,0,0,0,0,0,0,0,0,0
g1045.t2,0,0,0,0,0,0,0,0,0
g10450.t1,129,338,132,38,116,166,156,221,138
g10451.t1,0,0,292,270,91,216,20,1,344
g10452.t1,0,0,0,0,0,0,0,0,0
g10453.t1,14677,15171,32898,15353,4791,8000,12595,8569,1113
g10454.t1,0,0,0,0,0,0,0,1,6
g10455.t1,0,0,34,251,100,82,38,25,571
g10456.t1,2,0,16,152,161,0,20,27,1365
g10457.t1,242,253,575,261,1067,916,507,470,947
g10458.t1,1208,1076,8648,4794,13922,4458,1701,6215,6580
g10459.t1,0,0,0,0,0,0,0,0,1
g10459.t2,0,0,0,0,0,0,0,2,151
g10459.t3,0,0,0,0,0,0,0,0,0
g1046.t1,369,429,383,191,450,260,503,216,107
g10460.t1,0,166,295,252,315,754,832,487,864
g10461.t1,18834,15100,53727,38164,72736,60150,76580,45877,85596
g10462.t1,0,0,0,0,26,17,38,46,107
g10463.t1,0,0,110,73,24,21,0,857,50
g10464.t1,228,390,515,280,1387,708,622,1007,2046
g10465.t1,973,215,1635,1196,2293,2856,3521,1710,2571
g10466.t1,984,273,1628,1132,2554,2388,2461,1770,1738
g10467.t1,862,709,707,1037,1457,1097,1781,1019,6857
g10468.t1,0,0,32,56,46,26,2,13,332
g10469.t1,671,149,553,438,660,555,772,577,1148
g1047.t1,0,0,0,0,11,0,0,0,236
g10470.t1,411,579,1067,574,972,929,1071,1146,2495
g10471.t1,259,3,408,341,883,874,664,722,1454
g10472.t1,567,298,1548,569,1418,1451,1215,1520,5689
g10473.t1,268,0,328,132,341,480,218,367,364
g10474.t1,215,136,1480,555,261,127,54,124,28
g10475.t1,206,30,103,467,967,19,19,329,343
g10476.t1,24,100,0,346,34,0,0,0,1026
g10477.t1,0,0,0,0,0,0,0,0,0
g10478.t1,0,0,0,0,0,0,0,0,0
g10479.t1,0,0,0,0,0,0,0,0,0
g1048.t1,187,0,431,208,160,278,270,259,757
g10480.t1,0,0,0,0,2,0,0,8,0
g10481.t1,0,0,0,0,0,0,0,12,0
g10482.t1,0,0,0,0,14,0,0,10,0
g10483.t1,0,0,0,0,0,0,18,0,0
g10484.t1,31,325,526,590,1663,4296,15605,3803,1963
g10485.t1,0,0,127,130,0,2,2,0,1994
g10486.t1,0,0,0,166,46,0,1,0,1825
g10487.t1,0,0,0,0,0,0,0,0,0
g10488.t1,50,0,2,3,36,57,56,0,0
g10489.t1,0,0,0,0,0,0,0,0,0
g1049.t1,652,108,919,501,539,507,1017,645,1313
g10490.t1,0,30,0,0,0,0,0,0,0
g10491.t1,0,0,0,0,0,0,0,0,0
g10492.t1,0,0,0,0,0,0,0,0,28
g10493.t1,10,0,0,32,6,48,14,10,351
g10494.t1,0,0,0,0,0,0,0,0,0
g10495.t1,1284,911,3392,2325,4765,2653,3588,2327,4987
g10496.t1,937,690,815,1450,2237,692,890,1213,5481
g10497.t1,0,0,0,0,0,0,0,0,0
g10497.t2,0,0,0,0,0,0,0,0,0
g10498.t1,0,0,0,0,0,0,0,0,0
g10498.t2,0,23,0,0,0,0,0,0,0
g10498.t3,111,15,198,91,383,289,402,219,250
g10499.t1,0,0,0,0,10,0,0,0,0
g105.t1,0,246,0,0,6,0,0,106,24
g1050.t1,734,222,1333,407,1598,1396,1791,1322,2496
g10500.t1,528,30,965,868,568,1313,1292,1151,855
g10501.t1,400,82,236,90,909,3969,5383,3035,1318
g10502.t1,0,0,0,0,0,0,2,16,34
g10503.t1,0,0,86,0,9,0,36,44,290
g10504.t1,60,48,320,211,243,226,260,207,1204
g10505.t1,0,0,0,0,0,0,0,0,0
g10505.t2,0,0,0,0,0,0,0,0,0
g10506.t1,514,0,148,664,4,121,237,20,149
g10507.t1,0,0,0,0,0,0,0,0,0
g10508.t1,136,0,0,18,0,0,0,0,0
g10509.t1,1171,951,1995,1073,169,223,146,237,101
g1051.t1,409,107,1511,812,1844,1247,1747,1254,2776
g10510.t1,47,0,0,58,528,4396,1479,1423,515
g10511.t1,0,0,0,0,0,10,0,0,0
g10512.t1,0,0,0,0,0,1,0,0,0
g10513.t1,0,0,0,0,0,0,0,0,0
g10514.t1,0,0,0,0,0,0,0,0,0
g10515.t1,0,0,0,0,0,0,0,0,0
g10516.t1,0,0,172,0,24,3,0,0,19
g10517.t1,0,0,0,0,0,0,0,0,0
g10518.t1,0,0,0,134,56,49,26,97,17
g10519.t1,110,80,282,409,2292,7955,6772,5076,939
g1052.t1,0,59,16,0,0,0,8,0,4
g10520.t1,30,0,0,0,4,0,5,19,7
g10521.t1,0,0,0,0,0,0,0,0,0
g10521.t2,0,0,0,0,0,0,0,0,0
g10522.t1,16,0,0,0,0,0,0,0,0
g10523.t1,0,0,0,0,0,0,0,0,1
g10524.t1,0,0,0,0,0,0,0,0,0
g10525.t1,20,0,0,0,0,0,0,0,0
g10526.t1,10831,882,7828,4582,686,191,116,138,1157
g10527.t1,0,0,0,0,4,0,0,22,12
g10528.t1,0,0,10,0,41,1,32,0,0
g10529.t1,27571,21378,58893,66486,63314,130019,199537,137391,9904
g1053.t1,300,465,444,713,921,544,843,733,2100
g10530.t1,0,0,0,0,18,50,0,2,3
g10531.t1,0,0,4,24,85,31,34,0,2562
g10532.t1,284,608,1563,806,919,545,1398,847,659
g10533.t1,374,600,863,239,449,637,621,452,1482
g10534.t1,94,0,172,0,77,120,72,58,347
g10535.t1,4132,3711,14969,6501,7276,4160,5965,3970,1141
g10536.t1,0,0,0,0,0,0,0,9,0
g10537.t1,0,0,0,0,4,0,0,0,0
g10538.t1,0,0,0,0,0,0,3,0,0
g10538.t2,0,0,0,0,0,0,0,0,0
g10539.t1,0,0,0,0,0,0,0,22,0
g1054.t1,72470,60070,147592,124434,209545,86651,104159,89961,167426
g10540.t1,170,0,1284,101,3,16,146,36,276
g10541.t1,0,0,0,0,0,0,0,0,0
g10542.t1,0,0,0,0,0,0,0,0,0
g10543.t1,0,0,0,0,0,0,0,83,8
g10544.t1,0,2,0,0,0,0,0,0,0
g10545.t1,0,0,0,0,12,0,0,0,38
g10546.t1,0,0,0,0,8,10,0,1,0
g10547.t1,0,0,0,0,0,1,0,0,0
g10548.t1,0,0,140,0,0,4,7,52,7
g10549.t1,20,0,0,0,36,420,16,36,0
g1055.t1,58,0,105,117,438,625,495,522,629
g10550.t1,101,440,872,259,329,1084,1743,807,479
g10551.t1,2997,677,3937,4685,699,1124,844,1438,201
g10552.t1,0,0,0,0,0,0,0,0,0
g10553.t1,1,106,46,99,84,104,41,762,17
g10554.t1,0,0,0,0,4,70,16,4,0
g10555.t1,0,40,0,0,86,33,28,106,2
g10556.t1,1480,927,2627,3381,1766,1650,1854,2549,2031
g10557.t1,128,48,346,46,72,65,76,64,582
g10558.t1,0,0,0,0,0,0,0,0,0
g10559.t1,22,0,0,82,4,20,0,8,137
g1056.t1,0,0,87,0,8,7,0,1,0
g10560.t1,0,0,0,0,13,59,51,15,896
g10561.t1,608,700,1732,1417,2296,1842,2632,1922,2933
g10562.t1,0,0,0,0,915,29,0,2,69309
g10563.t1,0,0,0,0,0,0,0,0,0
g10564.t1,0,0,0,0,0,0,0,0,0
g10565.t1,0,0,0,0,0,4,0,8,0
g10566.t1,0,0,0,0,0,0,0,0,0
g10567.t1,0,0,0,0,0,0,0,0,0
g10568.t1,0,0,0,0,0,0,0,0,0
g10569.t1,0,0,0,0,0,0,0,0,0
g1057.t1,0,109,0,0,4,0,0,0,0
g10570.t1,0,130,0,0,3,1,0,25,0
g10571.t1,0,0,0,0,0,0,0,0,0
g10571.t2,0,0,0,0,0,0,0,0,0
g10572.t1,0,0,89,66,7,0,0,1,0
g10573.t1,0,0,0,0,0,2,0,0,0
g10574.t1,0,0,0,0,0,0,0,0,0
g10575.t1,0,0,0,0,0,0,3,0,0
g10576.t1,0,0,0,0,0,0,0,0,0
g10577.t1,0,0,0,0,0,0,0,0,0
g10578.t1,0,0,0,0,0,0,0,0,0
g10579.t1,0,0,0,0,0,0,0,0,0
g1058.t1,0,0,0,0,0,0,0,0,0
g10580.t1,0,0,0,0,3,0,0,0,0
g10581.t1,0,0,0,0,0,0,0,0,0
g10582.t1,0,0,65,0,0,0,0,0,0
g10583.t1,0,0,0,0,0,0,0,0,0
g10584.t1,28,0,97,0,0,0,29,5,0
g10585.t1,0,0,0,0,25,0,0,7,0
g10586.t1,44311,29135,76840,64407,116486,49641,57780,53467,93121
g10587.t1,233,346,942,125,1372,512,512,695,2099
g10588.t1,0,364,797,1029,2885,46,6,300,1030
g10589.t1,8789,3106,27378,10327,21615,4048,5052,5863,2701
g1059.t1,0,0,0,0,0,0,0,0,0
g10590.t1,304,292,671,661,1060,715,790,734,3805
g10591.t1,399,268,884,380,1115,965,991,663,1954
g10592.t1,0,0,0,0,0,0,0,0,0
g10592.t2,0,0,0,0,0,0,0,0,0
g10593.t1,1320,785,3145,1840,4857,2659,8019,5006,3186
g10594.t1,0,0,0,0,0,0,0,0,0
g10595.t1,0,0,0,0,0,2,0,0,0
g10596.t1,0,0,0,0,0,0,0,0,0
g10597.t1,0,0,12,0,33,32,47,82,110
g10598.t1,391,382,671,472,605,562,503,435,391
g10599.t1,748,78,646,468,1755,1482,1499,1472,1070
g106.t1,0,0,0,0,0,1,0,0,42
g1060.t1,0,0,0,0,0,0,0,0,0
g10600.t1,1772,3200,3863,6849,3905,8152,5911,5164,1404
g10601.t1,1297,1598,1669,1566,1384,1258,1827,1036,1785
g10602.t1,594,503,226,110,513,531,529,454,453
g10603.t1,498,56,1458,755,926,933,853,696,2700
g10604.t1,5823,5748,16099,9333,11202,8586,9665,10325,4215
g10605.t1,4464,3864,8672,5725,5616,7100,6117,4968,6513
g10606.t1,1934,1076,3275,2946,1698,3496,2838,2556,2923
g10607.t1,0,70,0,0,6,12,0,0,20
g10608.t1,0,0,58,0,44,13,0,12,28
g10609.t1,53,0,0,0,0,0,0,0,0
g1061.t1,0,0,0,0,0,0,0,0,0
g10610.t1,0,0,0,50,19,6,3,15,0
g10611.t1,0,0,0,0,0,0,0,0,0
g10612.t1,0,0,206,261,67,12,25,32,16
g10613.t1,1893,1642,6690,2417,2218,837,1719,1334,583
g10614.t1,94,0,362,144,701,689,422,242,114
g10615.t1,3534,1937,6203,5175,3993,5302,5864,3963,3357
g10616.t1,0,0,0,0,0,0,0,0,0
g10616.t2,0,0,0,0,0,0,0,0,0
g10617.t1,0,0,0,0,0,0,0,0,0
g10618.t1,0,0,0,0,0,0,0,0,0
g10619.t1,0,0,0,0,0,0,0,0,0
g1062.t1,0,0,0,0,0,0,0,0,0
g10620.t1,0,0,0,0,0,0,0,0,0
g10621.t1,0,0,0,0,0,0,0,0,0
g10622.t1,0,0,0,0,0,0,0,0,0
g10623.t1,0,0,88,0,0,0,32,0,0
g10624.t1,30,0,200,8,31,111,204,55,87
g10625.t1,894,327,1361,747,996,1487,1554,1223,1152
g10626.t1,54,68,0,253,182,131,187,149,679
g10627.t1,0,351,51,250,144,93,136,104,1620
g10628.t1,548,168,977,60,293,370,1531,312,750
g10629.t1,0,0,0,0,0,0,12,0,9
g10629.t2,0,0,0,0,0,0,0,0,0
g1063.t1,0,0,0,0,0,0,0,0,0
g10630.t1,0,0,0,0,0,0,0,0,0
g10630.t2,0,0,0,0,0,0,0,0,0
g10631.t1,1293,2056,2512,2896,535,2783,362,1559,666
g10632.t1,2408,577,8694,3653,5650,3875,1774,3123,597
g10633.t1,0,0,0,0,5,4,62,0,4
g10634.t1,337,208,478,348,745,446,867,663,1027
g10635.t1,0,0,0,0,0,0,0,0,0
g10636.t1,0,0,0,0,457,972,7550,150,1
g10637.t1,0,0,231,0,96871,238777,446486,55515,10078
g10638.t1,798,436,1294,1473,3025,325,259,669,723
g10639.t1,0,0,0,0,0,0,3,0,0
g1064.t1,0,0,0,0,0,0,0,0,0
g10640.t1,0,0,0,0,2,0,4,0,0
g10641.t1,0,0,3,3,0,0,0,28,0
g10642.t1,0,0,0,0,6,0,0,0,0
g10643.t1,885,397,1234,1298,525,770,874,789,786
g10644.t1,0,0,55,0,30,8,0,0,0
g10645.t1,18,0,0,111,8,83,119,37,21
g10646.t1,0,179,56,0,0,1,4,0,3
g10647.t1,181,106,516,192,515,462,649,403,407
g10648.t1,19326,17038,28813,26879,46588,19730,25177,23631,42893
g10649.t1,0,58,0,0,6,20,0,11,132
g1065.t1,0,0,0,0,0,0,0,0,0
g10650.t1,0,0,0,66,5,6,14,0,48
g10651.t1,846,995,1564,879,1569,1847,1513,1398,6359
g10652.t1,832,1929,3771,2832,3018,2360,2876,2353,3954
g10653.t1,61,0,0,0,58,64,40,70,171
g10654.t1,4563,1737,4857,4000,6538,7867,10518,6320,4987
g10655.t1,411,229,639,225,203,350,337,156,75
g10656.t1,0,86,0,0,5,0,4,0,22
g10657.t1,0,0,0,70,2,46,0,22,0
g10658.t1,0,101,0,84,26,16,144,1,86
g10659.t1,1172,1080,3523,1568,3168,2807,3277,1802,3031
g1066.t1,0,0,0,0,0,0,0,0,0
g10660.t1,4803,1672,6849,4322,6949,5639,5939,4426,8234
g10661.t1,1433,1149,3582,2279,1029,2459,2410,1311,923
g10662.t1,1574,1457,2946,2890,3289,2955,2555,2522,3656
g10663.t1,19513,14232,37212,25846,21337,25670,30121,16125,4033
g10664.t1,956,1270,692,581,1151,1114,1212,1175,1825
g10665.t1,54,76,20,36,69,410,146,209,34
g10666.t1,494,118,469,273,784,846,1354,907,1038
g10667.t1,144,56,150,245,475,254,43,286,208
g10668.t1,1453,1645,2349,2119,4046,3005,3870,2716,1971
g10669.t1,0,0,0,0,0,0,0,4,0
g1067.t1,0,0,0,0,0,0,0,0,0
g10670.t1,1440,1776,2607,2381,3566,3595,3474,2269,4081
g10671.t1,759,658,858,696,818,873,793,609,1163
g10672.t1,1219,850,4832,1776,40,34,354,7,39
g10673.t1,927,1002,807,1218,1130,1070,1079,828,1468
g10674.t1,14,0,198,165,51,105,56,132,32
g10675.t1,0,0,16,96,96,3,0,26,71
g10676.t1,0,0,301,169,976,104,120,70,269
g10677.t1,0,232,280,88,406,253,229,247,32
g10678.t1,0,0,0,0,0,0,0,0,0
g10679.t1,40,130,3,218,266,29,18,48,54
g1068.t1,0,0,0,0,0,0,0,0,0
g10680.t1,183,617,219,444,90,476,15,360,86
g10681.t1,0,0,0,0,40,4,0,7,0
g10682.t1,46,0,0,0,6,44,20,20,6
g10683.t1,76941,35688,150447,86112,66260,57888,63263,64206,39341
g10684.t1,49572,18846,85090,57733,62762,61456,67752,58617,41424
g10685.t1,2,0,0,0,1,1,5,5,6
g10686.t1,42,164,176,134,97,151,85,80,294
g10687.t1,76,114,30,92,68,75,45,41,198
g10688.t1,0,0,0,0,51,0,0,0,0
g10689.t1,0,0,0,0,0,2,0,0,4
g1069.t1,1054,490,3338,2964,3216,2496,3044,2821,3688
g10690.t1,590,577,856,1489,1147,1474,639,813,2501
g10691.t1,36,0,0,0,0,0,2,0,0
g10692.t1,365,26,773,605,458,435,507,268,1049
g10693.t1,18,0,0,0,17,94,48,125,95
g10694.t1,0,0,0,0,0,0,0,0,0
g10694.t2,0,0,0,0,1,0,0,2,1
g10695.t1,324,646,1079,526,451,508,476,408,843
g10696.t1,156,34,298,315,533,424,536,326,1041
g10697.t1,752,268,922,587,411,489,465,484,848
g10698.t1,313,350,873,772,985,838,1310,861,1044
g10699.t1,339,108,667,400,363,522,436,402,1064
g107.t1,33,234,245,102,8,186,191,111,125
g1070.t1,555,253,1489,842,1303,1137,874,1197,3873
g10700.t1,94,0,384,334,179,140,222,178,168
g10701.t1,0,0,285,38,70,108,96,39,150
g10702.t1,10,78,139,68,201,161,233,200,269
g10703.t1,0,0,293,45,83,33,74,47,98
g10703.t2,101,0,70,72,115,86,68,80,254
g10703.t3,0,0,23,2,7,3,6,0,4
g10704.t1,0,0,0,0,0,0,0,0,0
g10705.t1,108,0,0,0,123,47,95,68,237
g10706.t1,15,0,0,0,9,2,0,12,123
g10707.t1,60,0,215,0,18,4,18,8,209
g10708.t1,90,0,0,34,35,2,0,12,65
g10709.t1,47,0,0,24,72,155,34,135,120
g1071.t1,0,0,0,0,0,0,0,0,0
g1071.t2,0,0,0,0,0,0,0,0,0
g1071.t3,0,0,0,0,0,0,0,0,0
g10710.t1,70,0,343,111,141,211,216,188,265
g10711.t1,78,290,308,126,193,184,307,182,468
g10712.t1,61,18,285,178,61,175,100,55,146
g10713.t1,0,0,0,18,46,72,92,74,49
g10714.t1,58,0,425,178,74,78,203,91,174
g10715.t1,12,48,139,139,81,60,32,41,118
g10716.t1,138,0,295,181,203,315,413,248,828
g10717.t1,277,0,1560,582,522,583,643,216,788
g10718.t1,608,121,448,656,384,472,529,498,625
g10719.t1,517,70,1061,601,939,1159,1035,785,1702
g1072.t1,289,149,303,190,642,347,343,328,1672
g10720.t1,62,0,184,109,74,177,62,70,130
g10721.t1,28,0,0,0,10,51,31,19,70
g10722.t1,2,0,269,28,97,175,145,39,66
g10723.t1,0,0,0,1,127,108,140,15,188
g10724.t1,0,0,0,62,40,37,59,12,107
g10725.t1,66,76,455,2,224,84,167,171,330
g10726.t1,0,0,0,22,44,14,38,75,38
g10727.t1,0,0,53,0,4,0,0,6,19
g10728.t1,13,0,0,35,43,133,86,38,253
g10729.t1,0,0,39,93,95,51,7,15,232
g1073.t1,229,0,152,125,333,578,1092,505,114
g10730.t1,0,0,0,20,20,51,5,54,15
g10731.t1,258,184,815,529,546,244,460,692,1133
g10732.t1,386,271,95,94,375,281,237,169,1113
g10733.t1,377,79,86,232,323,230,274,232,320
g10734.t1,192,339,604,429,862,626,754,843,1552
g10735.t1,27,0,0,5,13,2,2,9,142
g10736.t1,36,0,2,34,91,83,41,111,1646
g10737.t1,448,393,1376,431,777,927,761,843,1452
g10738.t1,1314,502,2149,1047,1305,983,1681,1380,2216
g10739.t1,215,535,0,366,1011,765,581,295,1813
g1074.t1,466,114,0,8,1629,5905,3478,5481,181
g10740.t1,287,544,472,500,630,673,710,563,1400
g10741.t1,0,0,152,1,36,0,29,0,0
g10742.t1,733,250,955,523,973,799,648,522,1832
g10743.t1,219,414,254,466,655,656,586,280,923
g10744.t1,9692,12741,29910,12884,62628,4565,2190,18900,108873
g10745.t1,0,0,0,134,1,0,25,7,8
g10746.t1,801,191,1332,391,627,957,1149,894,661
g10747.t1,96,1,0,0,0,0,0,0,4
g10748.t1,0,0,0,0,2,6,0,0,0
g10749.t1,0,0,0,0,0,0,0,0,0
g1075.t1,690,352,952,1422,4528,2730,4238,6150,3248
g10750.t1,7490,4282,12828,9983,23080,14763,17056,12452,14235
g10751.t1,0,0,8,92,25,22,119,18,52
g10752.t1,4276,2890,9683,5848,10187,7237,8672,5982,6893
g10753.t1,29062,20053,68280,54081,81132,77104,87929,73451,14576
g10754.t1,0,0,0,0,13,54,6,52,45
g10755.t1,0,0,0,0,0,0,0,0,0
g10755.t2,0,0,0,0,0,0,0,0,0
g10756.t1,8521,9448,14248,14870,21904,17119,16886,19836,16993
g10757.t1,0,0,0,0,0,0,0,0,0
g10757.t2,0,0,0,0,0,0,0,0,0
g10758.t1,4130,10251,61013,9075,154342,26567,25447,50097,3937
g10759.t1,60,552,3573,290,9900,1967,2125,3772,299
g1076.t1,0,0,0,0,0,0,0,0,0
g1076.t2,0,0,0,0,0,0,0,0,0
g1076.t3,0,0,0,0,5,0,0,0,0
g10760.t1,550,148,469,667,355,355,561,316,2011
g10761.t1,0,0,18,22,43,40,79,14,179
g10762.t1,0,0,0,0,30,15,0,0,70
g10763.t1,0,0,0,0,4,46,0,0,35
g10764.t1,0,0,0,0,0,0,0,18,14
g10765.t1,3,0,0,0,1,6,1,0,24
g10766.t1,0,146,58,0,41,31,49,1,68
g10767.t1,0,0,0,0,0,2,25,0,0
g10768.t1,0,0,0,0,0,0,0,0,31
g10769.t1,0,0,0,61,0,0,0,0,10
g1077.t1,134,0,130,134,421,351,334,252,264
g1077.t2,0,0,0,0,11,14,0,22,16
g10770.t1,0,0,0,0,0,0,0,0,96
g10771.t1,1,0,2,1,4,1,0,6,42
g10772.t1,0,0,0,0,0,0,0,0,0
g10773.t1,0,0,227,2,2,1,0,2,0
g10774.t1,0,0,0,0,0,1,0,0,0
g10775.t1,0,0,0,0,9,0,0,0,12
g10776.t1,0,0,0,0,0,0,12,0,0
g10777.t1,0,0,0,0,0,0,0,0,0
g10778.t1,0,0,11,0,0,0,0,1,0
g10779.t1,0,0,0,0,0,0,0,0,0
g1078.t1,1,0,9,1,19,45,16,13,22
g10780.t1,0,0,0,0,0,0,0,0,0
g10781.t1,0,0,0,0,0,0,0,0,1
g10782.t1,0,0,0,0,0,0,0,1,13
g10783.t1,0,0,0,0,1,0,0,0,3
g10784.t1,0,0,34,0,22,73,94,8,8
g10785.t1,0,0,0,0,0,0,1,0,2
g10786.t1,0,0,0,0,0,0,0,0,23
g10787.t1,0,0,0,0,0,0,0,0,14
g10788.t1,0,0,0,0,15,0,0,43,14
g10789.t1,0,0,59,0,0,2,0,7,0
g1079.t1,47,0,0,25,175,78,41,62,205
g10790.t1,0,0,0,0,0,0,0,0,0
g10791.t1,0,0,0,0,0,0,0,0,0
g10792.t1,0,0,0,0,0,0,0,0,0
g10793.t1,0,0,0,0,0,0,3,0,0
g10794.t1,0,0,0,0,0,0,41,0,18
g10795.t1,0,0,0,0,0,0,0,0,0
g10796.t1,0,0,0,0,0,0,0,0,0
g10797.t1,0,0,0,0,0,0,0,0,31
g10798.t1,0,0,0,0,0,0,0,0,0
g10799.t1,0,0,0,0,0,0,0,0,8
g108.t1,155,581,202,118,234,744,1039,344,130
g1080.t1,505,952,2692,2135,4454,2025,1414,2832,4879
g10800.t1,0,0,0,2,0,6,0,15,34
g10801.t1,0,0,0,0,10,0,1,0,0
g10802.t1,0,0,0,0,0,0,0,0,0
g10803.t1,0,0,52,0,0,6,0,27,3
g10804.t1,0,0,2,1,0,2,0,1,0
g10805.t1,2,268,2,1,31,5,21,30,20
g10806.t1,7,0,0,12,0,78,0,0,4
g10807.t1,2,1,168,42,6,0,0,6,4
g10808.t1,2,14,1175,138,163,78,42,21,57
g10809.t1,0,2,6,37,2,1,4,6,2
g1081.t1,283,103,374,717,640,534,1004,814,728
g10810.t1,0,1,0,0,22,0,1,2,3
g10811.t1,0,0,0,0,0,0,0,0,4
g10812.t1,209,209,512,725,342,307,634,127,333
g10813.t1,0,0,0,0,0,0,0,0,0
g10813.t2,0,0,94,0,22,28,22,18,1
g10813.t3,0,0,0,0,0,0,0,0,0
g10814.t1,927,943,2759,2253,3765,2925,1279,3471,1750
g10815.t1,2,0,0,56,498,21,0,112,162
g10816.t1,710,839,1593,1156,2352,1099,1892,1478,2963
g10817.t1,2598,5696,6739,4674,690,601,1305,1456,124
g10818.t1,346,119,683,633,567,545,572,556,768
g10819.t1,47991,22144,127452,78025,30415,35904,39241,36662,16300
g1082.t1,100,52,99,320,624,460,381,384,9180
g10820.t1,22803,13157,36686,33115,63006,27837,32338,33431,92583
g10821.t1,285,8,369,294,349,205,199,181,1582
g10822.t1,434,616,1367,466,979,885,678,1010,1660
g10823.t1,0,142,0,0,3,0,0,0,0
g10824.t1,24,0,311,324,127,89,47,89,30
g10825.t1,186,146,274,272,655,1499,1368,1531,502
g10826.t1,94,0,0,93,43,71,67,60,2078
g10827.t1,802,310,686,415,1044,951,1146,1014,1157
g10828.t1,0,0,54,0,33,25,35,0,57
g10829.t1,0,0,0,0,0,0,0,0,0
g10829.t2,778,684,3208,2470,3333,5717,7946,2582,3092
g1083.t1,0,0,0,0,0,1,0,0,0
g10830.t1,6167,6662,12379,10368,10409,8112,12396,15450,4673
g10831.t1,0,0,0,0,30,4,0,37,0
g10832.t1,231,226,640,676,773,674,940,616,802
g10833.t1,1600,1321,5949,1675,3495,3506,5636,2970,3023
g10834.t1,191,281,508,332,320,298,307,500,1130
g10835.t1,30,0,65,323,320,267,631,407,965
g10836.t1,772,270,3146,1452,1716,1954,1508,1759,1682
g10837.t1,0,0,0,0,0,0,0,0,0
g10838.t1,0,0,0,0,0,0,0,0,0
g10839.t1,0,0,0,0,0,0,0,0,0
g1084.t1,25,0,37,4,431,407,491,1309,905
g10840.t1,0,0,0,0,0,0,0,0,0
g10841.t1,0,0,0,0,0,0,0,0,0
g10841.t2,0,0,0,0,0,0,0,0,0
g10842.t1,0,0,0,0,0,0,0,0,0
g10843.t1,171,221,367,356,348,562,537,326,786
g10844.t1,3568,549,808,696,681,12262,12691,15277,267
g10845.t1,0,0,0,10,0,0,0,12,4
g10846.t1,479,583,1560,840,1108,1190,1328,1074,2201
g10847.t1,2690,4842,7235,4260,6008,6530,4422,6154,4340
g10848.t1,0,0,0,0,37,4,33,23,64
g10849.t1,0,0,0,0,0,0,0,0,0
g10849.t2,0,0,0,0,0,0,0,0,0
g1085.t1,0,0,0,0,1,3,0,0,11
g1085.t2,0,0,0,0,10,0,6,0,0
g10850.t1,1111,354,1441,1306,1463,2242,2107,1287,1258
g10851.t1,53204,27804,73415,56178,45264,32778,33314,35739,27545
g10852.t1,590,1109,1593,906,1959,2071,2200,1296,4338
g10853.t1,364,242,985,664,1669,941,1162,1269,904
g10854.t1,200,503,852,1040,2838,2806,2011,1099,3666
g10855.t1,332,458,907,275,507,913,1211,683,456
g10856.t1,41,0,60,42,32,149,158,61,81
g10857.t1,0,0,0,0,12,10,0,0,17
g10858.t1,0,0,0,0,0,10,0,0,13
g10859.t1,0,0,0,0,8,7,9,0,7
g1086.t1,0,0,0,0,0,0,0,0,0
g10860.t1,76,0,0,0,0,0,0,7,0
g10861.t1,0,0,0,0,0,0,0,0,0
g10862.t1,3106,3532,8301,7767,6978,1771,2207,3186,17500
